Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,0.7837200478,0.321415635819,194.798885088,0.000126066334721,-0.000172354333643,0
2,0.844237549555,0.31514323966,182.795037308,0.227881295845,0.024314252399,10.997800165
3,1.05328316692,0.403782513103,239.021297966,0.500984970447,0.0580799722557,342.339522556
4,1.19633644685,0.0357577116475,209.753364608,0.609616071389,0.0280195997305,336.825740181
5,1.08103994726,0.333647668134,218.489819958,0.722123955924,-0.0482229273434,336.825740181
6,1.20873191288,0.654243386574,273.219867876,0.943624172639,-0.21469267652,321.027523244
7,1.22735396651,0.345228620035,279.932254667,1.01828096829,-0.276553600664,320.186133961
8,1.36789706388,0.219802605729,280.893409508,1.12808255517,-0.417673360638,319.46753658
9,1.57701888543,0.129888660737,284.706593378,1.3718309726,-0.542202578302,311.847614383
10,1.60970729801,-0.0468422218346,284.740119774,1.4450366047,-0.622236168133,310.899937925
11,1.71314666167,-0.303644846023,287.515238956,1.57474594189,-0.858173852084,315.199829777
12,1.88302079114,-0.476061670567,284.423569241,1.73522915773,-0.967329141068,314.566158187
13,2.03673677805,-0.66900608462,276.714825932,1.89254463077,-1.12310308918,308.531652043
14,2.19602313803,-0.827307169556,272.086625179,2.06887129053,-1.39785998596,306.558318009
15,2.28034201916,-0.92178316305,269.872902968,2.14102858736,-1.47898767937,307.664658839
16,2.40452435068,-1.22402401016,262.546197317,2.28904960963,-1.75216232615,304.044419786
17,2.51081135374,-1.36654117248,266.284290515,2.37590758218,-1.79265386148,309.743067052
18,2.64295965361,-1.59079344148,261.883942312,2.54497612119,-2.00213916054,307.850694261
19,2.87555321736,-2.01054590343,265.983794233,2.80581175699,-2.37250928912,313.536187106
20,2.7159771623,-1.43705002299,275.841578938,2.83121385032,-2.41895259974,5.01739802547
21,2.56249164521,-1.15329676838,259.334171405,2.79562149646,-2.31854202732,5.01739802547
22,2.57118759841,-1.235255384,95.2161382397,2.78423390699,-2.30737738186,30.4945462051
23,2.451920481,-1.39873880328,61.8199618031,2.78540188969,-2.31094774261,30.4945462051
24,2.32587365299,-1.57740549176,40.2716998216,2.84433791316,-2.39174346545,30.4945462051
