Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,-0.546966007742,-0.67353485337,173.809521454,-0.0184862932926,0.292535749074,89.9980699915
2,-0.338029259626,-0.281112697844,164.865718446,0.0170447448746,0.316928183836,64.5932991009
3,-0.189457233729,1.17492863164,203.672274358,0.534943321364,1.17776637938,35.6298780636
4,0.605847308037,0.730415262638,211.300286162,0.794781696239,1.27036376756,35.8358951155
5,1.49221403482,2.00138268263,224.495015837,0.886199917957,1.41474763528,34.862233609
6,0.253491864691,0.519657750926,167.085860382,1.14778386236,1.50049592093,36.131068448
7,0.734243947548,0.300832094378,226.054281707,1.23238762082,1.54549405345,33.7759311512
8,0.788522005811,0.571033553923,213.911372269,1.43142917061,1.74057268375,33.7759311512
9,0.588303599936,0.121183888144,215.360373592,1.71083947486,1.88844892039,33.4492461629
10,0.902745271561,0.690327000208,208.84036925,1.77829044907,1.97657216801,40.4097783549
11,1.72310570486,0.889068524735,262.525983168,1.9754058102,2.08061987822,40.4097783549
12,1.66478753365,0.316418766602,307.42679772,2.1034621765,2.10976176585,34.509580553
13,1.88289800199,0.33795662993,320.747980364,2.26911245602,2.35233440067,42.7980437177
14,2.37435582518,0.692011132893,312.90136848,2.44765181495,2.35490629527,25.4295055995
15,3.54281258266,2.22431197878,217.446682027,2.38128297323,2.35072763723,101.238672157
16,2.65987293964,1.83676063964,32.6158341644,2.39474191079,2.38934856516,146.167276598
17,1.88385766718,0.725273079107,58.7762808793,2.38096819671,2.36240474393,146.167276598
18,1.80013678909,0.232490390763,116.142574627,2.38491340198,2.34379773337,180.656464613
19,1.79565620004,-0.0884454768889,124.96707324,2.38458101619,2.34741307808,180.656464613
20,1.79313132395,-0.0297558160627,156.521557053,2.37921638941,2.40807533915,212.432390886
21,1.77433752104,0.0525672418846,194.542860043,2.37721388835,2.40110315049,254.177667206
22,1.75047776075,0.0328603899289,218.690989544,2.32821053975,2.3945896663,278.414219376
23,1.73580113048,-0.0342744468727,222.114317189,2.39265813806,2.41082484952,278.414219376
24,1.73286800698,-0.0476913391365,222.798468971,2.42472303211,2.42269134803,278.414219376
25,1.8559681073,0.111980809085,268.657058708,2.42299747868,2.46247180283,329.02342709
26,1.86457840129,0.15136659936,266.648705503,2.42225190147,2.4622520034,329.02342709
27,1.85633766867,0.113671281731,268.570858428,2.37167854399,2.36227579496,329.02342709
28,1.82910334169,0.138225669019,292.53050325,2.3978751783,2.3603623389,354.063950768
29,1.81886167192,0.0738414352525,332.2924595,2.3815529219,2.42196556881,354.063950768
30,1.79381280694,-0.00668074759535,97.7589066753,2.35671887623,2.35822219348,140.64554761
31,2.06272417813,1.23019395835,46.370144071,2.36546482804,2.35389756337,164.8852276
32,1.85323863063,0.271950970386,95.232699908,2.36708807133,2.34761057169,164.8852276
33,1.82173938183,-0.00586797311992,153.264486534,2.38478740383,2.37954642912,212.593286233
34,1.80886379949,-0.0647643344232,156.267719303,2.3828538751,2.38278068687,212.593286233
35,1.83532048445,0.0785720648205,180.61107789,2.42790633236,2.40886104675,242.766366625
36,1.82980762118,0.191186821794,204.072217086,2.3608126346,2.38862808238,272.195135128
37,1.84006471159,0.238105499876,201.679748206,2.37599116904,2.39346042532,272.195135128
38,1.83514240259,0.215589540438,202.827878001,2.41364525715,2.40542338942,272.195135128
39,1.77234223791,-0.0296739342114,257.242090692,2.34301086807,2.36169759853,315.138688385
40,1.76441324712,-0.0659432612211,259.091529757,2.34782403916,2.36760919176,315.138688385
41,1.75756264246,-0.128958734873,286.719864012,2.34606155176,2.32537852256,341.759313931
42,1.75756264246,-0.128958734873,286.719864012,2.35708038213,2.34311474719,341.759313931
43,1.75493270238,-0.0164039676355,337.592072654,2.34425831961,2.4390610869,32.6315225742
44,1.84656671607,-0.0591850943608,336.148242432,2.43502763999,2.39035606151,31.1876923514
45,1.76599072939,-0.114226488186,90.1091154218,2.39461538965,2.39116432557,145.148565342
46,1.8238800618,-0.10718849128,106.220785107,2.40753280511,2.31966406381,161.260235026
47,1.8238800618,-0.10718849128,106.220785107,2.41084609063,2.32646646072,161.260235026
48,1.8238800618,-0.10718849128,106.220785107,2.41440672449,2.36751194093,161.260235026
49,1.83847229401,-0.106257691074,149.844583598,2.42863256423,2.34754272442,204.884033517
50,1.83847229401,-0.106257691074,149.844583598,2.39187773403,2.42467811756,204.884033517
51,1.83566633318,-0.15756664562,215.031911902,2.42433250899,2.24508891552,270.071361822
52,1.86495788405,-0.435311439848,196.40559212,2.36483503454,1.99331628918,251.44504204
53,1.77754896997,-0.553220211369,194.673052644,2.36924560414,1.90189266978,249.712502563
54,1.67974355804,-0.785545558414,189.256375742,2.26822246099,1.67593293721,244.295825662
55,1.54965461203,-1.03684341877,175.541915121,2.09157571196,1.43877566732,230.58136504
