Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,0.128264411082,0.170199151947,189.002568386,-0.0007602557493,0.000333918256375,0
2,0.242293798819,-0.489772610686,180.049142295,-0.000164700657436,-0.0023005750267,0
3,0.598669275745,-0.492212967566,181.200767345,0.236851856921,0.000160043279206,4.47178247622
4,1.11996224038,-0.892826293021,161.474782487,0.503306483432,0.0801245525058,345.354755919
5,0.859648198662,-0.602506394452,168.601508403,0.50656652772,0.0641256770838,345.354755919
6,1.08255783416,-0.814576072922,159.216170195,0.606093826484,0.038369394873,339.593720361
7,0.588725493949,-0.471954369533,163.022132898,0.638644431887,0.00942715142543,339.593720361
8,0.699949894839,-0.227452525385,161.182673464,1.12924331467,-0.29952053654,322.884946072
9,1.27818149482,0.125142458788,195.828432692,1.32642478749,-0.445528756421,322.884946072
10,1.86746208637,0.640036897226,249.907514409,1.38642579722,-0.554054549672,313.440119602
11,2.21739084087,0.819514258133,268.292650761,1.5459060662,-0.736168763092,307.024863273
12,2.67843693283,0.709312844942,272.525632656,1.75035628553,-1.09409189932,301.915575875
13,3.22982715149,-0.649024545593,262.26543178,2.50981944919,-2.31811076166,290.447457449
14,3.07617163173,-0.617481345285,318.497472941,2.49450300991,-2.28306994822,345.45934934
15,2.92240472472,-0.70579138194,314.559727541,2.46835686608,-2.30108988965,345.45934934
16,2.8362393109,-0.749269981402,300.039225959,2.46064923107,-2.28594143071,11.7173434742
17,2.73501523166,-0.804939493072,335.356431349,2.46109190835,-2.29215589446,11.7173434742
18,2.73201882098,-0.80688724727,336.245111444,2.50578835402,-2.40981362812,11.7173434742
19,2.73123708208,-0.848052364478,14.936665445,2.45877857055,-2.32660065675,50.4088974753
20,2.73123708208,-0.848052364478,14.936665445,2.46111200838,-2.32856096835,50.4088974753
21,2.90776672093,-0.643974549957,9.01966260681,2.63123567038,-2.12548715042,44.4918946371
22,2.90776672093,-0.643974549957,9.01966260681,2.64086586478,-2.1240076902,44.4918946371
23,2.90776672093,-0.643974549957,9.01966260681,2.64762047334,-2.12250572425,44.4918946371
24,3.11135814698,-0.509155465815,2.41656054402,2.8465170281,-1.99195898606,44.4918946371
25,3.11135814698,-0.509155465815,2.41656054402,2.84491142021,-1.89571899732,37.8887925743
26,3.21273629568,-0.393174174893,1.34610644699,2.9376355235,-1.88013453335,36.8183384773
27,3.21273629568,-0.393174174893,1.34610644699,3.018494331,-1.8564827371,36.8183384773
28,3.43027975245,-0.238081060748,356.696943095,3.15573542921,-1.72031667683,32.1691751252
29,3.43027975245,-0.238081060748,356.696943095,3.15893321009,-1.71783521566,32.1691751252
30,3.43027975245,-0.238081060748,356.696943095,3.1770222188,-1.73149661178,32.1691751252
31,3.52120082642,-0.203407765003,357.145382501,3.24930663461,-1.6819304105,32.617614531
32,3.52120082642,-0.203407765003,357.145382501,3.26335331529,-1.69462715245,32.617614531
33,3.52120082642,-0.203407765003,357.145382501,3.37159569081,-1.6291930653,32.617614531
34,3.73519580085,-0.0479198169454,4.12803673579,3.46069266788,-1.53896726081,39.6002687661
35,3.95951798922,0.0961749751231,354.691412237,3.69146117296,-1.38495535532,30.1636442672
36,3.95951798922,0.0961749751231,354.691412237,3.69726794166,-1.38912714607,30.1636442672
37,4.04726621464,0.156481244024,356.614506072,3.79597149794,-1.33674892478,32.0867381027
38,4.04726621464,0.156481244024,356.614506072,3.90001116729,-1.32490619069,32.0867381027
39,4.09097901649,0.216025758575,21.4982214522,3.81992745595,-1.26385569489,56.9704534825
