Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,-0.32933014706,-0.151995809826,185.233516594,0.000463782158594,-0.000140861929413,0
2,-0.381755237231,0.352822212316,170.627317803,0.00117200893886,-0.00303307826381,0
3,-0.364538173127,0.89586338626,167.183859381,0.230803100824,-0.0103003361023,359.018107487
4,0.341853917736,-0.437583910279,142.904426623,0.486737939882,0.0106312833655,346.439632734
5,0.356732277525,0.13313937242,149.743102631,0.592423162481,-0.00907533650181,342.70158725
6,0.824423084206,-0.868679068147,108.040947696,0.824710129693,-0.139117690457,342.70158725
7,1.24854792004,-1.09904920216,327.410363213,0.896484205133,-0.125361248874,330.521866229
8,1.53847637107,-1.53469676246,335.550511672,1.10489221056,-0.319424217564,327.28177917
9,1.77401318061,-0.947454191468,338.662993976,1.29607474938,-0.424454209164,327.012217831
10,1.92714195215,-0.621866137436,324.02772038,1.37943586144,-0.492728636325,327.012217831
11,2.03314406842,0.155296447171,317.750404131,1.46738525302,-0.567079295063,316.491553634
12,2.30120665169,0.602973205026,312.062674078,1.63546542323,-0.771438055743,306.335479108
13,2.48116005976,0.833825480969,322.462188806,1.77221613358,-0.913066171124,311.098589954
14,2.63137420601,0.81914550565,317.026464236,1.92316753625,-1.02961828228,304.077637461
15,2.7746786296,0.476416104227,313.856275338,2.09637792257,-1.46630744227,300.93636367
16,2.93863430502,0.257466730352,314.002930463,2.25720585258,-1.73900189688,301.083018795
17,3.04309360866,0.0551999877867,324.082506244,2.33656942951,-1.79886246528,311.162594576
18,3.19424208472,-0.0374870134145,322.740023015,2.4870103403,-1.89813332403,309.820111347
19,3.73948414424,-0.837828461471,329.592128581,3.03118640266,-2.73823274577,316.672216913
20,3.74176236636,-0.819672236237,14.9249293469,3.03419865205,-2.63865687891,2.00501767899
21,3.74176236636,-0.819672236237,14.9249293469,3.06619219626,-2.73656044473,2.00501767899
22,3.76299320927,-0.857454975558,42.1077683077,3.05965042161,-2.71273683572,29.1878566398
23,3.76299320927,-0.857454975558,42.1077683077,3.02348503123,-2.65764431136,29.1878566398
24,3.69357612495,-0.806757917866,90.3065661576,2.98657992187,-2.65822354623,77.3866544897
25,3.69357612495,-0.806757917866,90.3065661576,2.99468899392,-2.66040311358,77.3866544897
