Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,-0.0806158341814,-0.364659065099,193.527671983,-0.0161410957497,0.296147634272,76.9309499614
2,1.02751303544,0.341658973095,173.513694478,0.70934871955,1.23324060201,39.8953453112
3,1.31999632161,0.920889454406,182.436653491,0.755524570879,1.30134866469,40.6911167063
4,0.781417028662,1.51360773129,166.315668357,0.851766192764,1.34691384998,36.1464910043
5,0.541893892265,0.612057484924,128.505987577,1.06489049059,1.49557399138,36.6294561735
6,1.27519994509,0.491413471261,114.505209865,1.24778825939,1.59662227109,36.4918090122
7,2.10110122263,-0.118033284068,108.957213144,1.40665425507,1.75176211422,32.202759879
8,3.39728227238,-0.626908911755,104.545085994,1.63337040975,1.91920986588,33.0033742343
9,3.84509401649,-1.04650575173,93.8449490658,1.73038673556,1.97914960692,31.5664564669
10,4.08628247874,-0.938736948123,84.0461889648,1.87841765255,2.10014631968,24.2075386517
11,2.87719609943,-0.247989583715,79.5568049061,2.13830748147,2.15847197174,33.1210739555
12,3.05238791809,-0.179719616003,87.0382447938,2.23496915484,2.30132633787,39.7804363732
13,2.4031624818,0.275547949765,66.8386864494,2.38961096008,2.3621604712,39.7804363732
14,4.49458298727,-0.681394961046,162.441037989,2.3355820784,2.33507085138,103.487268663
15,3.33185962024,-0.20269427157,196.952953095,2.33491160642,2.34639387949,147.274417675
16,4.79135619625,-0.874507185144,229.799714048,2.3271479311,2.32124874064,147.274417675
17,4.6187506838,-0.855257194757,230.050865208,2.3469339278,2.44989774408,167.917442663
18,3.88522852654,-0.737589572143,230.046643557,2.34204453544,2.41845903321,167.917442663
19,3.37404035991,-0.592078785661,262.354633636,2.33625123145,2.38570395395,200.228422019
20,3.2460484399,-0.571547020135,262.353897002,2.31472072595,2.44235862984,200.228422019
21,3.20157857127,-0.812589515956,315.613151819,2.24900995781,2.1461782761,253.487676836
22,3.1488843792,-1.07799710618,295.239821063,2.23185968503,1.87962887239,233.11434608
23,3.02532388779,-1.158972358,296.279778916,2.11985230224,1.79674732315,233.11434608
24,3.02532388779,-1.158972358,296.279778916,2.01985770594,1.62050098816,234.154303933
25,2.87383582652,-1.37189523614,289.149060149,1.96605087938,1.59724182852,234.154303933
26,2.87383582652,-1.37189523614,289.149060149,1.9613891448,1.5803748055,227.023585166
27,2.66791546929,-1.55596741249,281.618531615,1.72511805577,1.42941262546,219.493056632
28,2.66791546929,-1.55596741249,281.618531615,1.72061939642,1.4345784614,219.493056632
29,2.58250061087,-1.62533005881,281.096460296,1.64195651964,1.36200507392,218.970985312
30,2.58250061087,-1.62533005881,281.096460296,1.64010672611,1.36230577875,218.970985312
31,2.4071263789,-1.81669938887,274.25804643,1.48831766239,1.15758663119,218.970985312
32,2.4071263789,-1.81669938887,274.25804643,1.46984386615,1.14902187807,212.132571447
33,2.26702700749,-1.85463208866,273.397303628,1.35574488198,1.10472194081,211.271828644
34,2.26702700749,-1.85463208866,273.397303628,1.32222839873,1.09614007551,211.271828644
35,2.04847572554,-1.96735892667,276.807960839,1.13738422458,0.995782116853,214.682485856
36,2.04847572554,-1.96735892667,276.807960839,1.13845061568,0.978848116888,214.682485856
37,1.85712891451,-2.15543326789,270.920632202,0.915967027152,0.81439163123,208.795157218
38,1.76573237498,-2.20758836081,272.582549656,0.856917807327,0.75166772285,210.457074673
39,1.76573237498,-2.20758836081,272.582549656,0.855037574894,0.750511519715,210.457074673
40,1.76573237498,-2.20758836081,272.582549656,0.761761066666,0.737163762625,210.457074673
41,1.50634638575,-2.31499676244,270.12291973,0.501963616301,0.614465578387,207.997444746
42,1.36128395896,-2.4054366408,274.924616724,0.43787963116,0.5674322857,212.799141741
43,1.18696375011,-2.52757807386,272.283875272,0.289022543014,0.429632064184,212.799141741
44,0.94109835139,-2.6592443768,278.510038897,0.0349225094682,0.288087963034,216.384563914
45,0.94109835139,-2.6592443768,278.510038897,-0.0488144040855,0.249182893569,216.384563914
46,0.856055637615,-2.74010819823,272.17309873,-0.0554134249752,0.229588352025,210.047623747
47,0.856055637615,-2.74010819823,272.17309873,-0.227806400206,0.0942221446312,210.047623747
48,0.622422134382,-2.84465332989,267.830028673,-0.286905586282,0.121142293065,205.70455369
49,0.622422134382,-2.84465332989,267.830028673,-0.287698071526,0.111169881492,205.70455369
50,0.465089406933,-2.94532551205,271.165134134,-0.44498342844,0.0127392389782,209.039659151
51,0.465089406933,-2.94532551205,271.165134134,-0.467663787704,0.038521596362,209.039659151
52,0.288563560106,-3.05696477919,268.135479363,-0.614387068615,-0.100596623395,206.01000438
53,0.0392322099392,-3.16677426069,266.820024559,-0.87239923609,-0.200869448722,204.694549575
54,0.0392322099392,-3.16677426069,266.820024559,-0.859783429337,-0.244884454442,204.694549575
55,0.0392322099392,-3.16677426069,266.820024559,-0.87726546085,-0.229334727395,204.694549575
