Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,0.111970611778,-0.140357615535,163.051883229,-0.0111309987277,0.289374697183,91.7027696112
2,0.866629936485,1.07068331465,185.802819975,0.997920919969,2.06603058585,40.2253332242
3,1.00917529124,0.824997212628,199.379680424,1.08283242119,2.13624381749,30.7589567942
4,1.25414051945,1.56792132658,186.445344782,1.26988889055,2.24025676431,31.649896828
5,1.87250431367,2.44332576038,228.116968276,1.3926173717,2.29757410111,119.026609618
6,1.78804486457,3.41015359867,157.436842512,1.40860568643,2.3558130711,154.768659969
7,1.5047655651,3.63457027268,201.80218405,1.35505738277,2.33851152199,155.378060446
8,1.33960926231,4.23200800815,245.396395334,1.35577831536,2.34612061807,155.378060446
9,1.25724339798,4.59805814632,273.315334018,1.34339869183,2.46906014882,155.378060446
10,1.33456965942,4.18472113648,268.686914566,1.35488458974,2.41481949557,190.363324175
11,1.24869807819,4.59103544445,295.975671697,1.33932483936,2.41665443149,215.481770676
12,1.29736618852,4.31122171026,292.69105772,1.34936372006,2.41294798184,215.481770676
13,1.40280639836,3.88092857167,310.996344252,1.32346568893,2.24214793871,272.486846625
14,1.34688376553,3.84971939386,306.627526406,1.36965761847,2.19925232041,272.661765837
15,1.4384096328,3.39154966933,342.366055599,1.35277219062,1.92500991658,274.748016208
16,1.49787902035,2.93544362409,341.514910547,1.46246019948,1.43503641776,270.782049382
17,1.47095733592,2.68662952895,334.860654881,1.3880296521,1.28246974779,260.822586963
18,1.43929445159,2.5896274711,328.333523919,1.39153861039,1.19603007616,260.822586963
19,1.40490048929,2.41844713371,327.048859292,1.37009745527,1.00445332108,254.133074275
20,1.28519783147,2.17101788011,317.556960431,1.21619275569,0.786383630696,243.339918362
21,1.23767501149,2.10019478604,316.219300054,1.19006252662,0.600553523334,241.927675122
22,0.700885801254,1.32287281252,298.899750186,0.610630681586,-0.168872981248,224.499867617
23,0.624221667574,1.34281214614,293.693732162,0.496671565299,-0.234699709415,218.491358385
24,0.441437645142,1.15628830669,293.653766008,0.422635585017,-0.388811714286,218.913718967
25,0.397041034487,1.41074506104,296.197688874,0.385977632847,-0.368195851717,218.913718967
26,0.350822558816,1.67564373544,298.846004486,0.335617505812,-0.340955795375,218.913718967
27,0.239073649083,1.16030659897,288.272971831,0.1978740056,-0.475106684111,211.537837835
28,0.187640550439,1.00214387045,286.456416367,0.150052222258,-0.467606746988,211.611444151
29,-0.0154906306558,0.868988704329,286.695626817,-0.0436686104264,-0.606358565413,211.611444151
30,-0.0124794644354,0.851730369246,286.523087191,-0.128625436931,-0.649551025896,211.6151114
31,-0.152833780408,0.711940097446,281.859160548,-0.192282855477,-0.700100950502,207.462978347
