Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,-0.543643814441,-0.0590920921161,192.954729339,-0.000857441627723,-8.89487868526e-05,0
2,-0.627637080445,0.15100014107,185.625673396,-0.000128973869265,-0.00300091770562,0
3,0.241882815524,-0.274671156452,202.516755609,0.276430978195,0.098989599937,3.43723483377
4,0.755923566145,-0.838483323322,190.418360962,0.541244530506,0.0442269165923,357.819007002
5,1.14285300527,-1.22289880649,183.313744722,0.64584972038,0.063261162357,353.121416352
6,1.64268649447,-1.67752097721,146.142185107,0.919042552474,0.0751804198734,353.121416352
7,1.38194915853,-1.1742501127,173.602702168,1.04899766741,-0.032614961893,338.215683458
8,1.75899474494,-1.72237405812,155.079200672,1.03394910299,-0.0209980256069,339.983725275
9,1.34377944779,-0.931547651293,196.013974616,1.22565947374,-0.0571390441149,339.983725275
10,1.64736444778,-1.22083018928,175.695984021,1.24435977113,-0.130208126988,339.983725275
11,1.28854876021,-0.55751700091,200.622562841,1.32378214179,-0.0821448827784,332.81410302
12,1.38176322777,-0.374116880348,246.897023865,1.55101199201,-0.291810330844,320.252449997
13,1.43841333102,-0.292231799664,270.551800179,1.57346776573,-0.369120866441,316.032306153
14,1.62007511362,-0.379296951833,272.016510247,1.80693573458,-0.482698519632,307.410930865
15,1.67520814727,-0.492126436878,274.368629316,1.87053531445,-0.608889615313,305.152725101
16,1.80678013901,-0.655299325594,277.849625642,2.00146095073,-0.768710939421,304.781134756
17,1.95084910647,-0.990870223184,269.69717221,2.22603997441,-1.20304889362,296.920812129
18,2.10405862635,-1.25750572147,267.593794309,2.31110933435,-1.47454388958,297.827089928
19,2.17292756542,-1.57543240709,272.353847713,2.37464467795,-1.56377523973,297.827089928
20,2.24158802133,-1.68342655286,273.575010272,2.43560134411,-1.65392407875,306.397852016
21,2.69976091961,-2.47058636902,263.260185766,2.88107488923,-2.41950217512,303.332975691
22,2.66898151492,-2.51875787059,302.469380498,2.88824061138,-2.45317657997,345.746518175
23,2.71468259868,-2.39036862929,338.131859159,2.92425340247,-2.45192784345,10.3944330534
24,2.70610536464,-2.4015744476,334.394831666,2.92116196065,-2.42613579884,10.3944330534
25,2.71465272667,-2.26985855223,344.65521856,2.86976492121,-2.33527442713,10.3944330534
26,2.65189870651,-2.15234436597,55.8851096948,2.85839116877,-2.36139422977,59.7422509742
27,2.65502243619,-2.12176412379,47.533592123,2.84866842329,-2.35881410118,59.7422509742
