Update,AvgX,AvgZ,AvgAngle,RobotX,RobotZ,RobotAngle
1,0.535387160769,0.0850332232975,153.630391943,0.00723776162045,0.127534020029,90.0024056262
2,0.135384303539,0.66258757209,188.271994134,0.662341009344,1.22249940524,39.5422909591
3,0.633398249673,1.97201542191,167.646361175,0.770160526552,1.3214199911,35.4801629873
4,0.868568132479,1.52125446225,187.395583617,0.822118712586,1.39677246366,35.5953563875
5,0.612184353068,1.80013703111,177.402274478,1.00800090938,1.5183955976,27.1661640027
6,0.905277533909,1.90677146193,198.068704435,1.25726064086,1.60820776246,31.7953501886
7,0.983055754492,2.04899569525,200.933547666,1.35152646788,1.66555324506,31.7169379467
8,0.951971677485,1.90334744625,158.755554089,1.56337363267,1.79487452375,25.6615260391
9,1.03024936017,2.22925865612,160.322515488,1.7430429913,1.86161164339,26.7898554929
10,1.02587076952,2.40449221174,200.800461399,1.85361446423,1.98321212321,32.7437136582
11,1.22703635684,2.71477721172,207.95814464,2.04010504591,2.08798260046,27.6316907705
12,1.18329657467,2.99102252912,240.189231336,2.17791526484,2.12171546093,33.5168304834
13,1.31677974674,3.10250081756,236.555421529,2.30816647791,2.25657087187,32.3321682111
14,1.43568859773,3.30884512657,244.637961676,2.51706475487,2.34649722102,23.3186485285
15,1.40846814663,3.40736985619,46.9298659365,2.55342013978,2.39247208431,35.443603757
16,1.66956183074,3.00681998006,147.631894219,2.52535637778,2.32442522624,101.36470281
17,1.7572346306,2.88192239937,195.08223915,2.5500965502,2.36591849193,139.146545854
18,1.89957615088,2.75206838017,233.200247772,2.56372040373,2.32366459516,170.328610025
19,2.03095901693,2.60125620349,246.898897204,2.56442688386,2.32242182757,170.328610025
20,1.61145204191,3.12475822502,243.259798655,2.5886984758,2.34284901036,214.264889653
21,1.22564574151,3.62913528041,201.757319874,2.58580058494,2.34756970744,214.264889653
22,1.23093571164,3.66556535362,202.489541752,2.55384964263,2.37927414655,274.631051972
23,1.09435014152,3.76551604756,245.319534523,2.5981092836,2.30437135058,274.631051972
24,0.954628144407,2.97227108819,214.627292626,2.47966550735,1.46829568327,244.916081561
